tabela_id,uf_nome,sexo,variavel_nome,unidade_medida,valor,ano,trimestre,periodo_label,valor_imputado,is_outlier,indicador_tabela,valor_normalizado,faixa_rendimento,gap_salarial_pct
4093,Paraná,Feminino,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Mil pessoas,2637.0,2024,3,2024-T3,2637.0,False,Força de trabalho e informalidade,0.5365448504983389,Não se aplica,30.18
4093,Paraná,Masculino,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,%,33.2,2024,3,2024-T3,33.2,False,Força de trabalho e informalidade,0.9306930693069311,Não se aplica,30.18
4093,Paraná,Feminino,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,%,29.4,2024,3,2024-T3,29.4,False,Força de trabalho e informalidade,0.5544554455445545,Não se aplica,30.18
4093,Paraná,Masculino,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Mil pessoas,3474.0,2024,4,2024-T4,3474.0,False,Força de trabalho e informalidade,0.9999999999999999,Não se aplica,34.37
4093,Paraná,Feminino,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Mil pessoas,2686.0,2024,4,2024-T4,2686.0,False,Força de trabalho e informalidade,0.5636766334440754,Não se aplica,34.37
4093,Paraná,Masculino,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,%,33.9,2024,4,2024-T4,33.9,False,Força de trabalho e informalidade,1.0,Não se aplica,34.37
4093,Paraná,Feminino,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,%,30.1,2024,4,2024-T4,30.1,False,Força de trabalho e informalidade,0.6237623762376243,Não se aplica,34.37
4093,Paraná,Masculino,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Mil pessoas,3461.0,2025,1,2025-T1,3461.0,False,Força de trabalho e informalidade,0.9928017718715393,Não se aplica,33.67
4093,Paraná,Feminino,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Mil pessoas,2720.0,2025,1,2025-T1,2720.0,False,Força de trabalho e informalidade,0.5825027685492802,Não se aplica,33.67
4093,Paraná,Masculino,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,%,32.7,2025,1,2025-T1,32.7,False,Força de trabalho e informalidade,0.881188118811882,Não se aplica,33.67
4093,Paraná,Feminino,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,%,30.5,2025,1,2025-T1,30.5,False,Força de trabalho e informalidade,0.6633663366336635,Não se aplica,33.67
4093,Paraná,Masculino,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Mil pessoas,3434.0,2025,2,2025-T2,3434.0,False,Força de trabalho e informalidade,0.9778516057585825,Não se aplica,30.97
4093,Paraná,Feminino,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Mil pessoas,2725.0,2025,2,2025-T2,2725.0,False,Força de trabalho e informalidade,0.5852713178294574,Não se aplica,30.97
4093,Paraná,Masculino,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,%,32.5,2025,2,2025-T2,32.5,False,Força de trabalho e informalidade,0.8613861386138617,Não se aplica,30.97
4093,Paraná,Feminino,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,%,31.2,2025,2,2025-T2,31.2,False,Força de trabalho e informalidade,0.7326732673267329,Não se aplica,30.97
4093,Paraná,Masculino,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Mil pessoas,3470.0,2025,3,2025-T3,3470.0,False,Força de trabalho e informalidade,0.9977851605758582,Não se aplica,36.3
4093,Paraná,Feminino,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Mil pessoas,2778.0,2025,3,2025-T3,2778.0,False,Força de trabalho e informalidade,0.6146179401993356,Não se aplica,36.3
4093,Paraná,Masculino,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,%,31.0,2025,3,2025-T3,31.0,False,Força de trabalho e informalidade,0.7128712871287131,Não se aplica,36.3
4093,Paraná,Feminino,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,%,30.1,2025,3,2025-T3,30.1,False,Força de trabalho e informalidade,0.6237623762376243,Não se aplica,36.3
4093,Paraná,Masculino,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Mil pessoas,3458.0,2025,4,2025-T4,3458.0,False,Força de trabalho e informalidade,0.9911406423034329,Não se aplica,31.45
4093,Paraná,Feminino,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Mil pessoas,2808.0,2025,4,2025-T4,2808.0,False,Força de trabalho e informalidade,0.6312292358803987,Não se aplica,31.45
